"","X","Timestamp.UTC.","DOY.UTC.","SCET.s.","deltaTime.s.","X_KSM.km.","Y_KSM.km.","Z_KSM.km.","BTotal.nT.","BX_KSM.nT.","BY_KSM.nT.","BZ_KSM.nT.","TimeStamp","date","hour_cross","minute_cross","year_cross","doy_cross","doyfrac_cross","type_cross","dirn_cross","xcrosslist","ycrosslist","zcrosslist","time","minlag","minlead"
"154",791744,"10/08/2005 01:23:30.000","2005-222",1123637010,60,740922.5,-2294261.5,-228247.8125,2.90638589859009,-1.71235930919647,-2.06276679039001,-1.11081194877625,2005-08-10 01:23:00,2005-08-10,1,23,2005,221,221.05765,"BS","O",9.73,-37.53,-3.71,"1:23:00",2005-08-10 01:08:00,2005-08-10 01:38:00
"155",792908,"10/08/2005 21:29:30.000","2005-222",1123709370,60,858140.875,-2284194.25,-228596.71875,0.65672379732132,-0.0412136763334274,-0.461073219776154,-0.464125424623489,2005-08-10 21:29:00,2005-08-10,21,29,2005,221,221.89514,"BS","I",11.88,-38,-3.78,"21:29:00",2005-08-10 21:14:00,2005-08-10 21:44:00
"156",793285,"11/08/2005 03:45:30.000","2005-223",1123731930,60,892370.0625,-2274727.5,-228110.125,0.581193625926971,-0.0918222740292549,-0.343926310539246,-0.457739263772964,2005-08-11 03:45:00,2005-08-11,3,45,2005,222,222.15625,"BS","O",12.52,-38.04,-3.79,"3:45:00",2005-08-11 03:30:00,2005-08-11 04:00:00
"157",794546,"12/08/2005 00:46:30.000","2005-224",1123807590,60,998420.375,-2221457.5,-224326.84375,0.459753423929214,-0.133948177099228,-0.401440024375916,-0.174371004104614,2005-08-12 00:46:00,2005-08-12,0,46,2005,223,223.03195,"BS","I",14.52,-37.79,-3.79,"0:46:00",2005-08-12 00:31:00,2005-08-12 01:01:00
"158",794694,"12/08/2005 03:14:30.000","2005-224",1123816470,60,1009932.6875,-2213046,-223665.6875,0.326584368944168,0.0188679415732622,-0.32271420955658,-0.0377961583435535,2005-08-12 03:14:00,2005-08-12,3,14,2005,223,223.13472,"BS","O",14.74,-37.72,-3.78,"3:14:00",2005-08-12 02:59:00,2005-08-12 03:29:00
"159",794890,"12/08/2005 06:30:30.000","2005-224",1123828230,60,1024860.3125,-2201210,-222719.703125,0.522285759449005,-0.117851011455059,-0.500649213790894,0.0812386348843575,2005-08-12 06:30:00,2005-08-12,6,30,2005,223,223.27083,"BS","I",15.03,-37.62,-3.78,"6:30:00",2005-08-12 06:15:00,2005-08-12 06:45:00
"160",795595,"12/08/2005 18:15:30.000","2005-224",1123870530,60,1075443.625,-2152068,-218650.90625,2.37411403656006,0.785966575145721,2.08777570724487,-0.796107769012451,2005-08-12 18:15:00,2005-08-12,18,15,2005,223,223.76042,"BS","O",16.03,-37.15,-3.75,"18:15:00",2005-08-12 18:00:00,2005-08-12 18:30:00
"161",796747,"13/08/2005 13:31:30.000","2005-225",1123939890,60,1147028.375,-2049075.625,-209688.390625,2.73453807830811,-0.000657501688692719,2.35973882675171,1.37759864330292,2005-08-13 13:31:00,2005-08-13,13,31,2005,224,224.5632,"BS","I",17.5,-36.02,-3.66,"13:31:00",2005-08-13 13:16:00,2005-08-13 13:46:00
"162",802603,"17/08/2005 17:25:30.000","2005-229",1124299530,60,1174808.5,-1011344.0625,-110049.6875,3.20133852958679,-0.471582025289536,3.14981818199158,-0.32310676574707,2005-08-17 17:25:00,2005-08-17,17,25,2005,228,228.7257,"BS","I",22.42,-43.51,-4.36,"17:25:00",2005-08-17 17:10:00,2005-08-17 17:40:00
"163",802760,"17/08/2005 20:02:30.000","2005-229",1124308950,60,1162814.625,-970166.625,-105916.1640625,3.23957014083862,-0.669134974479675,3.15126895904541,-0.337346762418747,2005-08-17 20:02:00,2005-08-17,20,2,2005,228,228.83472,"BS","O",22.31,-43.24,-4.31,"20:2:00",2005-08-17 19:47:00,2005-08-17 20:17:00
"164",802990,"17/08/2005 23:52:30.000","2005-229",1124322750,60,1143214.125,-908147.3125,-99670.6015625,3.89323782920837,0.203732803463936,3.62433195114136,-1.40643393993378,2005-08-17 23:52:00,2005-08-17,23,52,2005,228,228.99445,"BS","I",21.1,-40.18,-3.84,"23:52:00",2005-08-17 23:37:00,2005-08-18 00:07:00
"165",821103,"30/08/2005 14:39:30.000","2005-242",1125412770,60,824782.9375,-2010406.375,-72273.890625,1.16214740276337,-0.461827456951141,-0.0476517267525196,-1.05961918830872,2005-08-30 14:39:00,2005-08-30,14,39,2005,241,241.61041,"BS","O",20.79,-39.39,-3.71,"14:39:00",2005-08-30 14:24:00,2005-08-30 14:54:00
"166",821444,"30/08/2005 20:20:30.000","2005-242",1125433230,60,844400.25,-1974572.125,-67817.1953125,0.653816044330597,0.220733001828194,0.586941719055176,-0.142469227313995,2005-08-30 20:20:00,2005-08-30,20,20,2005,241,241.84721,"BS","I",20.09,-37.63,-3.44,"20:20:00",2005-08-30 20:05:00,2005-08-30 20:35:00
"167",821575,"30/08/2005 22:33:30.000","2005-242",1125441210,60,851685.0625,-1959764.5,-66127.875,0.565270721912384,-0.359133720397949,-0.243878155946732,0.346467286348343,2005-08-30 22:33:00,2005-08-30,22,33,2005,241,241.93959,"BS","O",19.65,-36.53,-3.27,"22:33:00",2005-08-30 22:18:00,2005-08-30 22:48:00
"168",821696,"31/08/2005 00:33:30.000","2005-243",1125448410,60,858078.875,-1945989.5,-64589.296875,0.389279663562775,-0.201955229043961,-0.251799881458282,0.212450951337814,2005-08-31 00:33:00,2005-08-31,0,33,2005,242,242.02292,"BS","I",19.2,-35.42,-3.1,"0:33:00",2005-08-31 00:18:00,2005-08-31 00:48:00
"169",821787,"31/08/2005 02:04:30.000","2005-243",1125453870,60,862811.9375,-1935279.375,-63413.5078125,0.572810649871826,-0.337808698415756,-0.447415351867676,0.102739319205284,2005-08-31 02:04:00,2005-08-31,2,4,2005,242,242.0861,"BS","O",-8.08,-50.94,-21.3,"2:4:00",2005-08-31 01:49:00,2005-08-31 02:19:00
"170",821815,"31/08/2005 02:32:30.000","2005-243",1125455550,60,864247.9375,-1931938,-63050.16796875,0.335886776447296,-0.154347017407417,-0.275459766387939,0.0959593877196312,2005-08-31 02:32:00,2005-08-31,2,32,2005,242,242.10555,"BS","I",-8.06,-51.4,-21.45,"2:32:00",2005-08-31 02:17:00,2005-08-31 02:47:00
"171",824244,"02/09/2005 05:53:30.000","2005-245",1125640410,60,948271.75,-1419049.375,-18960.013671875,2.68102645874023,-1.58264696598053,-2.16311383247376,-0.0285574235022068,2005-09-02 05:53:00,2005-09-02,5,53,2005,244,244.24513,"BS","O",-8.03,-52.57,-21.83,"5:53:00",2005-09-02 05:38:00,2005-09-02 06:08:00
"172",824308,"02/09/2005 06:57:30.000","2005-245",1125644250,60,948011.3125,-1404965.375,-17968.6953125,3.47571444511414,-1.67588222026825,-3.00023531913757,0.510724127292633,2005-09-02 06:57:00,2005-09-02,6,57,2005,244,244.28958,"BS","I",-8.01,-53.13,-22.02,"6:57:00",2005-09-02 06:42:00,2005-09-02 07:12:00
"173",824363,"02/09/2005 07:52:30.000","2005-245",1125647550,60,947701.25,-1392733.125,-17114.87890625,2.3089017868042,-0.744184255599976,-2.0274977684021,0.803258836269379,2005-09-02 07:52:00,2005-09-02,7,52,2005,244,244.32779,"BS","O",-7.99,-53.9,-22.27,"7:52:00",2005-09-02 07:37:00,2005-09-02 08:07:00
"174",824414,"02/09/2005 08:43:30.000","2005-245",1125650610,60,947341.1875,-1381283.125,-16321.6240234375,1.53763842582703,-0.483879804611206,-1.33309578895569,0.58009797334671,2005-09-02 08:43:00,2005-09-02,8,43,2005,244,244.36319,"BS","I",-7.94,-55.26,-22.71,"8:43:00",2005-09-02 08:28:00,2005-09-02 08:58:00
"175",831597,"10/09/2005 16:29:30.000","2005-253",1126369770,60,181070.21875,-2166552.5,56759.7578125,1.02491390705109,0.204628527164459,0.579741716384888,0.81827300786972,2005-09-10 16:29:00,2005-09-10,16,29,2005,252,252.68681,"BS","O",-7.93,-55.46,-22.77,"16:29:00",2005-09-10 16:14:00,2005-09-10 16:44:00
"176",831645,"10/09/2005 17:17:30.000","2005-253",1126372650,60,185985.921875,-2171758.25,58546.80859375,0.954266488552094,0.00508367829024792,0.768659234046936,0.560836672782898,2005-09-10 17:17:00,2005-09-10,17,17,2005,252,252.72014,"BS","I",-7.07,-71.46,-27.84,"17:17:00",2005-09-10 17:02:00,2005-09-10 17:32:00
"177",832789,"11/09/2005 12:25:30.000","2005-254",1126441530,60,301585.5625,-2277405,100627.359375,0.459741979837418,-0.28561270236969,0.344850480556488,0.0768085196614265,2005-09-11 12:25:00,2005-09-11,12,25,2005,253,253.51736,"BS","O",-6.53,-78.52,-29.99,"12:25:00",2005-09-11 12:10:00,2005-09-11 12:40:00
"178",833573,"12/09/2005 01:28:30.000","2005-255",1126488510,60,377885.5625,-2329940.75,128457.796875,0.641890585422516,-0.110101066529751,0.623293042182922,0.048744972795248,2005-09-12 01:28:00,2005-09-12,1,28,2005,254,254.06111,"BS","I",-6.48,-79.08,-30.16,"1:28:00",2005-09-12 01:13:00,2005-09-12 01:43:00
"179",833605,"12/09/2005 02:00:30.000","2005-255",1126490430,60,380954.125,-2331769.25,129577.953125,0.8619025349617,-0.326890110969543,0.754552364349365,-0.238045066595078,2005-09-12 02:00:00,2005-09-12,2,0,2005,254,254.08333,"BS","O",22.73,-18.75,6.62,"2:0:00",2005-09-12 01:45:00,2005-09-12 02:15:00
"180",834929,"13/09/2005 00:14:30.000","2005-256",1126570470,60,505013.9375,-2386760.5,174924.515625,0.85875940322876,-0.600498735904694,0.355758816003799,-0.480711400508881,2005-09-13 00:14:00,2005-09-13,0,14,2005,255,255.00972,"BS","I",22.66,-18.57,6.64,"0:14:00",2005-09-12 23:59:00,2005-09-13 00:29:00
"181",834942,"13/09/2005 00:27:30.000","2005-256",1126571250,60,506183.53125,-2387097.75,175352.59375,0.972528517246246,0.264639049768448,0.8275505900383,-0.404297769069672,2005-09-13 00:27:00,2005-09-13,0,27,2005,255,255.01875,"BS","O",21.92,-16.76,6.83,"0:27:00",2005-09-13 00:12:00,2005-09-13 00:42:00
"182",835049,"13/09/2005 02:14:30.000","2005-256",1126577670,60,515779.75,-2389731,178865.265625,0.608268558979034,-0.444134384393692,0.392711877822876,0.0734936222434044,2005-09-13 02:14:00,2005-09-13,2,14,2005,255,255.09305,"BS","I",-7.55,-47.5,-16.47,"2:14:00",2005-09-13 01:59:00,2005-09-13 02:29:00
"183",835073,"13/09/2005 02:38:30.000","2005-256",1126579110,60,517924.6875,-2390287,179650.53125,0.548923909664154,-0.279980003833771,0.239216580986977,-0.360959202051163,2005-09-13 02:38:00,2005-09-13,2,38,2005,255,255.10971,"BS","O",-7.24,-48.34,-16.53,"2:38:00",2005-09-13 02:23:00,2005-09-13 02:53:00
"184",835952,"13/09/2005 17:22:30.000","2005-256",1126632150,60,594929.625,-2402019.5,207867.1875,0.492273420095444,0.0111329695209861,0.162215262651443,0.0035917074419558,2005-09-13 17:22:00,2005-09-13,17,22,2005,255,255.7236,"BS","I",-6.61,-50.02,-16.62,"17:22:00",2005-09-13 17:07:00,2005-09-13 17:37:00
"185",835996,"13/09/2005 18:06:30.000","2005-256",1126634790,60,598657.1875,-2402164,209234.390625,1.07688641548157,-0.103436052799225,0.907717883586884,0.515925765037537,2005-09-13 18:06:00,2005-09-13,18,6,2005,255,255.75417,"BS","O",-6.36,-50.66,-16.65,"18:6:00",2005-09-13 17:51:00,2005-09-13 18:21:00
"186",836387,"14/09/2005 00:36:30.000","2005-257",1126658190,60,631239.0625,-2401647,221190.390625,0.193628191947937,-0.049466460943222,0.162534266710281,-0.00905955489724874,2005-09-14 00:36:00,2005-09-14,0,36,2005,256,256.025,"BS","I",-5.64,-52.41,-16.72,"0:36:00",2005-09-14 00:21:00,2005-09-14 00:51:00
"187",836409,"14/09/2005 00:58:30.000","2005-257",1126659510,60,633052.125,-2401522.25,221856,0.574337720870972,-0.517730116844177,-0.156801447272301,0.101246297359467,2005-09-14 00:58:00,2005-09-14,0,58,2005,256,256.04028,"BS","O",-5.44,-52.87,-16.73,"0:58:00",2005-09-14 00:43:00,2005-09-14 01:13:00
"188",836647,"14/09/2005 04:56:30.000","2005-257",1126673790,60,652492.1875,-2399519.75,228994.875,1.72491943836212,-0.59228652715683,1.40473186969757,0.277675867080688,2005-09-14 04:56:00,2005-09-14,4,56,2005,256,256.20554,"BS","I",-4.99,-53.89,-16.75,"4:56:00",2005-09-14 04:41:00,2005-09-14 05:11:00
"189",836855,"14/09/2005 08:24:30.000","2005-257",1126686270,60,669216.9375,-2396797.75,235139.5,0.641188085079193,0.0595063604414463,0.329305380582809,0.528876960277557,2005-09-14 08:24:00,2005-09-14,8,24,2005,256,256.35,"BS","O",-4.44,-55.1,-16.77,"8:24:00",2005-09-14 08:09:00,2005-09-14 08:39:00
"190",837110,"14/09/2005 12:39:30.000","2005-257",1126701570,60,689375.3125,-2392229.5,242550.046875,0.748097777366638,0.0169355366379023,0.244357034564018,0.703754127025604,2005-09-14 12:39:00,2005-09-14,12,39,2005,256,256.52707,"BS","I",-3.53,-56.96,-16.76,"12:39:00",2005-09-14 12:24:00,2005-09-14 12:54:00
"191",837475,"14/09/2005 18:44:30.000","2005-257",1126723470,60,717547.875,-2383340,252914.78125,0.257132679224014,-0.0700780302286148,0.176515072584152,0.169475272297859,2005-09-14 18:44:00,2005-09-14,18,44,2005,256,256.78055,"BS","O",25.66,-29.16,6.36,"18:44:00",2005-09-14 18:29:00,2005-09-14 18:59:00
"192",837574,"14/09/2005 20:23:30.000","2005-257",1126729410,60,725047.375,-2380453.25,255675.53125,0.997435033321381,0.257450997829437,0.757801830768585,0.463322281837463,2005-09-14 20:23:00,2005-09-14,20,23,2005,256,256.8493,"BS","I",25.59,-28.87,6.39,"20:23:00",2005-09-14 20:08:00,2005-09-14 20:38:00
"193",837656,"14/09/2005 21:45:30.000","2005-257",1126734330,60,731212.375,-2377908.75,257945.5625,1.06563234329224,0.258831590414047,0.597902417182922,0.837816655635834,2005-09-14 21:45:00,2005-09-14,21,45,2005,256,256.90625,"BS","O",25.4,-28.14,6.48,"21:45:00",2005-09-14 21:30:00,2005-09-14 22:00:00
"194",838056,"15/09/2005 04:24:30.000","2005-258",1126758270,60,760593.5625,-2363545.5,268771.40625,1.40522348880768,0.347645103931427,-0.202380061149597,-1.21430253982544,2005-09-15 04:24:00,2005-09-15,4,24,2005,257,257.18332,"BS","I",25.27,-27.68,6.53,"4:24:00",2005-09-15 04:09:00,2005-09-15 04:39:00
"195",838790,"15/09/2005 16:38:30.000","2005-258",1126802310,60,811850.3125,-2328540.75,287690.28125,0.404862582683563,-0.245943173766136,-0.00192881305702031,0.317914932966232,2005-09-15 16:38:00,2005-09-15,16,38,2005,257,257.69305,"BS","O",25.24,-27.56,6.54,"16:38:00",2005-09-15 16:23:00,2005-09-15 16:53:00
"196",839002,"15/09/2005 20:10:30.000","2005-258",1126815030,60,825947,-2316357.75,292901.875,1.57071256637573,0.309383690357208,1.35334324836731,0.539004147052765,2005-09-15 20:10:00,2005-09-15,20,10,2005,257,257.8403,"BS","I",25.07,-26.95,6.61,"20:10:00",2005-09-15 19:55:00,2005-09-15 20:25:00
"197",840176,"16/09/2005 15:45:30.000","2005-259",1126885530,60,897838.375,-2231844,319556.90625,1.22097730636597,1.11758494377136,0.372616976499557,0.315813958644867,2005-09-16 15:45:00,2005-09-16,15,45,2005,258,258.65625,"BS","O",22.49,-19.17,7.22,"15:45:00",2005-09-16 15:30:00,2005-09-16 16:00:00
"198",840350,"16/09/2005 18:39:30.000","2005-259",1126895970,60,907527.5,-2216855.25,323161.8125,1.71379661560059,1.50759363174438,0.705822944641113,0.405086398124695,2005-09-16 18:39:00,2005-09-16,18,39,2005,258,258.77707,"BS","I",21.99,-17.89,7.28,"18:39:00",2005-09-16 18:24:00,2005-09-16 18:54:00
"199",866313,"06/10/2005 06:22:30.000","2005-279",1128579750,60,978438.9375,-2012318.125,346424.21875,0.382828950881958,-0.194912165403366,-0.202331975102425,-0.257893294095993,2005-10-06 06:22:00,2005-10-06,6,22,2005,278,278.2653,"BS","O",21.54,-16.81,7.31,"6:22:00",2005-10-06 06:07:00,2005-10-06 06:37:00
"200",867855,"07/10/2005 08:10:30.000","2005-280",1128672630,60,1020709.375,-1784794.125,362607.25,1.23823845386505,-0.451131165027618,-1.02161157131195,-0.421295195817947,2005-10-07 08:10:00,2005-10-07,8,10,2005,279,279.3403,"BS","I",4.78,-50.53,-2.6,"8:10:00",2005-10-07 07:55:00,2005-10-07 08:25:00
"201",868201,"07/10/2005 13:56:30.000","2005-280",1128693390,60,1025550.25,-1725465.375,364587.09375,0.384622901678085,0.0624119751155376,-0.374697595834732,-0.0518308207392693,2005-10-07 13:56:00,2005-10-07,13,56,2005,279,279.58054,"BS","O",5.89,-51.71,-2.2,"13:56:00",2005-10-07 13:41:00,2005-10-07 14:11:00
"202",868469,"07/10/2005 18:28:30.000","2005-280",1128709710,60,1027989.6875,-1676497.875,365657.71875,0.60322517156601,-0.0396320857107639,-0.476091146469116,0.0436435602605343,2005-10-07 18:28:00,2005-10-07,18,28,2005,279,279.76944,"BS","I",7.55,-53.25,-1.58,"18:28:00",2005-10-07 18:13:00,2005-10-07 18:43:00
"203",869548,"08/10/2005 12:44:30.000","2005-281",1128775470,60,1023842.3125,-1456964.625,364997.78125,1.58244216442108,-0.012215681374073,0.173605591058731,1.5291520357132,2005-10-08 12:44:00,2005-10-08,12,44,2005,280,280.53055,"BS","O",9.25,-54.58,-0.92,"12:44:00",2005-10-08 12:29:00,2005-10-08 12:59:00
"204",870891,"09/10/2005 11:06:30.000","2005-282",1128855990,60,979293.125,-1132739,350124.96875,1.52457857131958,0.721740782260895,1.33402132987976,0.114016354084015,2005-10-09 11:06:00,2005-10-09,11,6,2005,281,281.46252,"BS","I",9.27,-54.59,-0.91,"11:6:00",2005-10-09 10:51:00,2005-10-09 11:21:00
"205",870938,"09/10/2005 11:53:30.000","2005-282",1128858810,60,976709.75,-1120108.125,349239.0625,3.23859238624573,-0.761686682701111,0.705576241016388,-0.337909191846848,2005-10-09 11:53:00,2005-10-09,11,53,2005,281,281.49515,"BS","O",22.84,-52.74,5.54,"11:53:00",2005-10-09 11:38:00,2005-10-09 12:08:00
"206",870986,"09/10/2005 12:41:30.000","2005-282",1128861690,60,973986.4375,-1107110.125,348303.96875,1.58728158473969,0.488294929265976,1.31578063964844,0.155166700482368,2005-10-09 12:41:00,2005-10-09,12,41,2005,281,281.52847,"BS","I",23.15,-52.18,5.74,"12:41:00",2005-10-09 12:26:00,2005-10-09 12:56:00
"207",871411,"09/10/2005 19:46:30.000","2005-282",1128887190,60,945833.5,-987514.5625,338581.3125,2.03126668930054,-0.684970319271088,-1.40436542034149,1.28163874149323,2005-10-09 19:46:00,2005-10-09,19,46,2005,281,281.8236,"BS","O",23.28,-51.93,5.82,"19:46:00",2005-10-09 19:31:00,2005-10-09 20:01:00
"208",871488,"09/10/2005 21:03:30.000","2005-282",1128891810,60,939889.3125,-964939.25,336518.375,1.72962582111359,-1.02288627624512,-1.34336960315704,0.263424098491669,2005-10-09 21:03:00,2005-10-09,21,3,2005,281,281.87708,"BS","I",23.88,-50.62,6.22,"21:3:00",2005-10-09 20:48:00,2005-10-09 21:18:00
"209",872161,"10/10/2005 08:38:30.000","2005-283",1128933510,60,871910.9375,-747134.6875,312773.875,2.41105604171753,-0.417587071657181,0.920764744281769,-2.11500906944275,2005-10-10 08:38:00,2005-10-10,8,38,2005,282,282.35974,"BS","O",1.47,-48.48,-3.85,"8:38:00",2005-10-10 08:23:00,2005-10-10 08:53:00
"210",872237,"10/10/2005 09:54:30.000","2005-283",1128938070,60,862644.1875,-721648.9375,309521.125,3.75621604919434,0.336322665214539,-1.14740061759949,-3.41118884086609,2005-10-10 09:54:00,2005-10-10,9,54,2005,282,282.4125,"BS","I",1.81,-48.93,-3.74,"9:54:00",2005-10-10 09:39:00,2005-10-10 10:09:00
"211",893043,"25/10/2005 12:41:30.000","2005-298",1130244090,60,1001461.5,-1713624.25,348924.75,0.294774949550629,0.0574228130280972,0.0992389395833015,-0.261859267950058,2005-10-25 12:41:00,2005-10-25,12,41,2005,297,297.52847,"BS","O",2.44,-49.75,-3.52,"12:41:00",2005-10-25 12:26:00,2005-10-25 12:56:00
"212",893089,"25/10/2005 13:27:30.000","2005-298",1130246850,60,1002051.5,-1705422.125,349180.5,1.61079061031342,-0.618614017963409,-0.738452553749084,-1.27737021446228,2005-10-25 13:27:00,2005-10-25,13,27,2005,297,297.5604,"BS","I",8.53,-55.4,-1.25,"13:27:00",2005-10-25 13:12:00,2005-10-25 13:42:00
"213",893311,"25/10/2005 17:13:30.000","2005-298",1130260410,60,1004428.125,-1664235,350255.03125,0.682332098484039,-0.237762540578842,-0.604367434978485,0.181713864207268,2005-10-25 17:13:00,2005-10-25,17,13,2005,297,297.71738,"BS","O",8.55,-55.41,-1.24,"17:13:00",2005-10-25 16:58:00,2005-10-25 17:28:00
"214",893329,"25/10/2005 17:31:30.000","2005-298",1130261490,60,1004579.25,-1660890.25,350327.3125,0.550395488739014,-0.0322058722376823,-0.511604130268097,0.178759261965752,2005-10-25 17:31:00,2005-10-25,17,31,2005,297,297.72986,"BS","I",24.37,-32.65,8.09,"17:31:00",2005-10-25 17:16:00,2005-10-25 17:46:00
"215",893336,"25/10/2005 17:38:30.000","2005-298",1130261910,60,1004636.5,-1659587,350354.875,0.608276546001434,-0.182497605681419,-0.55059802532196,0.170161128044128,2005-10-25 17:38:00,2005-10-25,17,38,2005,297,297.73474,"BS","O",24.36,-32.55,8.09,"17:38:00",2005-10-25 17:23:00,2005-10-25 17:53:00
"216",893365,"25/10/2005 18:07:30.000","2005-298",1130263650,60,1004864.3125,-1654172.25,350465.84375,0.514052927494049,-0.110075674951077,-0.446485042572022,0.0122614512220025,2005-10-25 18:07:00,2005-10-25,18,7,2005,297,297.75485,"BS","I",24.08,-30.33,8.17,"18:7:00",2005-10-25 17:52:00,2005-10-25 18:22:00
"217",912796,"08/11/2005 07:03:30.000","2005-312",1131433410,60,-407242.5,-3023660.25,-148931.140625,1.79012382030487,1.20866727828979,1.13161432743073,0.67399400472641,2005-11-08 07:03:00,2005-11-08,7,3,2005,311,311.29373,"BS","O",12.84,-39.54,5.33,"7:3:00",2005-11-08 06:48:00,2005-11-08 07:18:00
"218",912933,"08/11/2005 09:20:30.000","2005-312",1131441630,60,-397752.625,-3035758.25,-145603.46875,1.89067232608795,0.672071576118469,1.22930359840393,-1.13481831550598,2005-11-08 09:20:00,2005-11-08,9,20,2005,311,311.3889,"BS","I",21.61,-36.25,8.86,"9:20:00",2005-11-08 09:05:00,2005-11-08 09:35:00
"219",914306,"09/11/2005 08:19:30.000","2005-313",1131524370,60,-300504.9375,-3142799,-111497.171875,1.68133342266083,-0.16873174905777,1.57080388069153,-0.34246215224266,2005-11-09 08:19:00,2005-11-09,8,19,2005,312,312.34653,"BS","O",21.96,-35.45,9,"8:19:00",2005-11-09 08:04:00,2005-11-09 08:34:00
"220",914355,"09/11/2005 09:08:30.000","2005-313",1131527310,60,-296999.28125,-3146119.75,-110267.5390625,1.88750636577606,0.756739497184753,0.853342950344086,1.40210998058319,2005-11-09 09:08:00,2005-11-09,9,8,2005,312,312.38055,"BS","I",22.79,-25.68,9.32,"9:8:00",2005-11-09 08:53:00,2005-11-09 09:23:00
"221",914411,"09/11/2005 10:04:30.000","2005-313",1131530670,60,-292989.15625,-3149875.25,-108860.9375,0.892501413822174,0.380252659320831,0.6720290184021,0.271774381399155,2005-11-09 10:04:00,2005-11-09,10,4,2005,312,312.41943,"BS","O",21.89,-20.92,8.94,"10:4:00",2005-11-09 09:49:00,2005-11-09 10:19:00
"222",914470,"09/11/2005 11:03:30.000","2005-313",1131534210,60,-288760.09375,-3153785.75,-107377.5234375,2.12253737449646,0.253395974636078,2.00859689712524,-0.182399347424507,2005-11-09 11:03:00,2005-11-09,11,3,2005,312,312.46042,"BS","I",21.89,-20.92,8.94,"11:3:00",2005-11-09 10:48:00,2005-11-09 11:18:00
"223",914595,"09/11/2005 13:08:30.000","2005-313",1131541710,60,-279786.5,-3161916.25,-104229.859375,0.391686052083969,-0.245230108499527,0.283910870552063,-0.0980524122714996,2005-11-09 13:08:00,2005-11-09,13,8,2005,312,312.5472,"BS","O",21.78,-20.49,8.9,"13:8:00",2005-11-09 12:53:00,2005-11-09 13:23:00
"224",914776,"09/11/2005 16:09:30.000","2005-313",1131552570,60,-266761.03125,-3173317.25,-99660.8515625,0.844568431377411,-0.268441438674927,0.0974606722593307,-0.27539274096489,2005-11-09 16:09:00,2005-11-09,16,9,2005,312,312.6729,"BS","I",7.26,-36.42,2.97,"16:9:00",2005-11-09 15:54:00,2005-11-09 16:24:00
"225",915955,"10/11/2005 12:03:30.000","2005-314",1131624210,60,-180036.953125,-3237674.25,-69238.5078125,0.654309332370758,0.381207257509232,0.318031251430512,0.421493470668793,2005-11-10 12:03:00,2005-11-10,12,3,2005,313,313.50208,"BS","O",7.64,-36.75,3.13,"12:3:00",2005-11-10 11:48:00,2005-11-10 12:18:00
"226",916202,"10/11/2005 16:10:30.000","2005-314",1131639030,60,-161955.109375,-3248669.75,-62895.296875,0.690163612365723,0.0268827807158232,0.131047084927559,-0.644923031330109,2005-11-10 16:10:00,2005-11-10,16,10,2005,313,313.6736,"BS","I",7.77,-36.86,3.18,"16:10:00",2005-11-10 15:55:00,2005-11-10 16:25:00
"227",917914,"11/11/2005 21:50:30.000","2005-315",1131745830,60,-30813.9296875,-3304977,-16890.66015625,0.800160586833954,0.343876093626022,0.222021043300629,0.685910582542419,2005-11-11 21:50:00,2005-11-11,21,50,2005,314,314.90973,"BS","O",7.79,-36.88,3.19,"21:50:00",2005-11-11 21:35:00,2005-11-11 22:05:00
"228",918182,"12/11/2005 02:17:30.000","2005-316",1131761850,60,-11076.228515625,-3309994.75,-9966.9228515625,0.852036952972412,-0.459973961114883,0.616903841495514,-0.347550749778748,2005-11-12 02:17:00,2005-11-12,2,17,2005,315,315.09515,"BS","I",7.89,-36.96,3.23,"2:17:00",2005-11-12 02:02:00,2005-11-12 02:32:00
"229",922078,"14/11/2005 19:17:30.000","2005-318",1131995850,60,274983.78125,-3282912.5,90400.5390625,1.50951898097992,-0.713719844818115,-1.25624108314514,0.0065001193434,2005-11-14 19:17:00,2005-11-14,19,17,2005,317,317.80347,"BS","I",8.17,-37.19,3.34,"19:17:00",2005-11-14 19:02:00,2005-11-14 19:32:00
"230",923013,"15/11/2005 10:51:30.000","2005-319",1132051890,60,341826.09375,-3248459.75,113861.0859375,0.475220918655396,0.435507208108902,-0.17314375936985,-0.0616353414952755,2005-11-15 10:51:00,2005-11-15,10,51,2005,318,318.4521,"BS","O",8.22,-37.23,3.36,"10:51:00",2005-11-15 10:36:00,2005-11-15 11:06:00
"231",923427,"15/11/2005 17:45:30.000","2005-319",1132076730,60,371102.96875,-3229672.75,124136.9375,0.871877908706665,-0.494600802659988,-0.713543176651001,0.0612549595534802,2005-11-15 17:45:00,2005-11-15,17,45,2005,318,318.7396,"BS","I",8.43,-37.4,3.45,"17:45:00",2005-11-15 17:30:00,2005-11-15 18:00:00
"232",924347,"16/11/2005 09:05:30.000","2005-320",1132131930,60,435244.625,-3180078.5,146649.84375,1.95226967334747,-0.80819046497345,-1.75344789028168,-0.180213525891304,2005-11-16 09:05:00,2005-11-16,9,5,2005,319,319.37848,"BS","O",8.61,-37.53,3.52,"9:5:00",2005-11-16 08:50:00,2005-11-16 09:20:00
