"","X","Timestamp.UTC.","DOY.UTC.","SCET.s.","deltaTime.s.","X_KSM.km.","Y_KSM.km.","Z_KSM.km.","BTotal.nT.","BX_KSM.nT.","BY_KSM.nT.","BZ_KSM.nT.","TimeStamp","date","hour_cross","minute_cross","year_cross","doy_cross","doyfrac_cross","type_cross","dirn_cross","xcrosslist","ycrosslist","zcrosslist","time","minlag","minlead"
"233",924698,"16/11/2005 14:56:30.000","2005-320",1132152990,60,459339.96875,-3158267,155108.03125,0.630339860916138,-0.354544967412949,-0.48732653260231,-0.101580634713173,2005-11-16 14:56:00,2005-11-16,14,56,2005,319,319.62222,"BS","I",8.96,-37.79,3.66,"14:56:00",2005-11-16 14:41:00,2005-11-16 15:11:00
"234",925606,"17/11/2005 06:07:30.000","2005-321",1132207650,60,520757.8125,-3094058.25,176669.921875,0.821595907211304,0.598625421524048,-0.0307624731212854,-0.503293752670288,2005-11-17 06:07:00,2005-11-17,6,7,2005,320,320.25485,"BS","O",9.15,-37.93,3.74,"6:7:00",2005-11-17 05:52:00,2005-11-17 06:22:00
"235",925701,"17/11/2005 07:42:30.000","2005-321",1132213350,60,527061.125,-3086721.75,178883.0625,0.554678499698639,-0.0648646056652069,-0.310354143381119,0.416692584753036,2005-11-17 07:42:00,2005-11-17,7,42,2005,320,320.32083,"BS","I",9.5,-38.17,3.88,"7:42:00",2005-11-17 07:27:00,2005-11-17 07:57:00
"236",957745,"09/12/2005 22:44:30.000","2005-343",1134168270,60,-52322.39453125,-3213366.25,-26836.947265625,1.64735090732574,0.0474824905395508,-0.847094655036926,-1.35854291915894,2005-12-09 22:44:00,2005-12-09,22,44,2005,342,342.9472,"BS","O",10.72,-38.92,4.38,"22:44:00",2005-12-09 22:29:00,2005-12-09 22:59:00
"237",957805,"09/12/2005 23:44:30.000","2005-343",1134171870,60,-47767.76953125,-3214613.75,-25268.423828125,1.30219876766205,-1.06237173080444,0.301994234323502,-0.513026475906372,2005-12-09 23:44:00,2005-12-09,23,44,2005,342,342.9889,"BS","I",10.76,-38.94,4.39,"23:44:00",2005-12-09 23:29:00,2005-12-09 23:59:00
"238",957865,"10/12/2005 00:43:30.000","2005-344",1134175410,60,-43288.921875,-3215794.25,-23725.953125,0.316827565431595,-0.309014916419983,0.0422590859234333,0.00562952784821391,2005-12-10 00:43:00,2005-12-10,0,43,2005,343,343.02985,"BS","O",12.73,-39.84,5.19,"0:43:00",2005-12-10 00:28:00,2005-12-10 00:58:00
"239",958118,"10/12/2005 04:56:30.000","2005-344",1134190590,60,-24074.73828125,-3220338,-17108.322265625,0.401022136211395,-0.242442801594734,0.188895344734192,0.252709835767746,2005-12-10 04:56:00,2005-12-10,4,56,2005,343,343.20554,"BS","I",13.1,-39.96,5.34,"4:56:00",2005-12-10 04:41:00,2005-12-10 05:11:00
"240",958554,"10/12/2005 12:12:30.000","2005-344",1134216750,60,9051.09375,-3226200,-5697.578125,1.95384180545807,-1.02551817893982,0.282166928052902,-0.681904077529907,2005-12-10 12:12:00,2005-12-10,12,12,2005,343,343.50833,"BS","O",13.74,-40.14,5.6,"12:12:00",2005-12-10 11:57:00,2005-12-10 12:27:00
"241",958968,"10/12/2005 19:06:30.000","2005-344",1134241590,60,40500.7578125,-3229466.75,5137.80615234375,0.426696270704269,-0.215254083275795,-0.330615222454071,-0.103147186338902,2005-12-10 19:06:00,2005-12-10,19,6,2005,343,343.79584,"BS","I",17.09,-40.19,6.95,"19:6:00",2005-12-10 18:51:00,2005-12-10 19:21:00
"242",959295,"11/12/2005 00:36:30.000","2005-345",1134261390,60,65551.7265625,-3230469.75,13770.0458984375,0.350562304258347,-0.238178566098213,-0.0839833691716194,-0.220746487379074,2005-12-11 00:36:00,2005-12-11,0,36,2005,344,344.025,"BS","O",17.36,-40.12,7.06,"0:36:00",2005-12-11 00:21:00,2005-12-11 00:51:00
"243",959903,"11/12/2005 10:44:30.000","2005-345",1134297870,60,111626.578125,-3228603.75,29650.111328125,0.301260262727737,-0.0428490303456783,-0.254822999238968,-0.147215828299522,2005-12-11 10:44:00,2005-12-11,10,44,2005,344,344.4472,"BS","I",17.8,-39.97,7.24,"10:44:00",2005-12-11 10:29:00,2005-12-11 10:59:00
"244",960001,"11/12/2005 12:22:30.000","2005-345",1134303750,60,119039.9140625,-3227852.5,32205.57421875,0.398550122976303,-0.0332115478813648,-0.346068859100342,0.190107822418213,2005-12-11 12:22:00,2005-12-11,12,22,2005,344,344.5153,"BS","O",19.05,-39.3,7.74,"12:22:00",2005-12-11 12:07:00,2005-12-11 12:37:00
"245",961477,"12/12/2005 13:47:30.000","2005-346",1134395250,60,233652.828125,-3200003.75,71728.578125,1.81849157810211,-0.957090198993683,-1.22647094726562,0.937053740024567,2005-12-12 13:47:00,2005-12-12,13,47,2005,345,345.5743,"BS","I",19.45,-39,7.9,"13:47:00",2005-12-12 13:32:00,2005-12-12 14:02:00
